Year,Product,Rep,Type,North,South,East,West
2011,PTwo,KoDiEn,Sim,0,0,0.03,0
2011,PTwo,KoDiEn,Sim,0,0,0.03,0
2010,PTwo,KoDiEn,Sim,0,0,0.03,0
2009,PTwo,KoDiEn,Sim,0,0,0.02,0
2002,PS,KoDiEn,Sim,0,0,0.31,0.02
2002,PS,KoDiEn,Sim,0,0,0.27,0.02
2001,PS,KoDiEn,Sim,0,0,0.56,0.04
2001,PS,KoDiEn,Sim,0,0,1.07,0.02
2009,PTwo,KoDiEn,Sim,0.03,0.03,0,0.01
2012,PSP,TaIn,Mis,0.06,0.02,0,0.02
2008,XB,Ca,Act,0.03,0.01,0,0
2013,PS3,SoCoEn,Mis,0,0,0.08,0
2008,PTwo,Ca,Act,0.04,0.03,0.09,0.01
2013,DS,TH,Mis,0.07,0,0,0.01
2014,DS,StCiGa,Puz,0.04,0,0,0
2014,Wii,Un,Mis,0.03,0,0,0
1987,2600,Ac,Rac,0.26,0.01,0,0
2005,GC,Se,Spo,0.08,0.02,0,0
2012,360,As,Spo,0.15,0,0,0.01
2009,PSP,SoCoEn,Mis,0.04,0,0,0
2017,WiiU,Ni,Act,0.34,0.28,0.1,0.3
2012,PS3,Se,Act,0.44,0.41,0.21,0.17
2012,360,Se,Act,0.51,0.26,0.09,0.08
2003,N64,CrEn,Str,0.06,0.01,0,0
1985,2600,At,Sho,0.58,0.03,0,0.01
2009,PSP,At,Sho,0.02,0,0,0
2002,N64,3D,Act,0.31,0.07,0,0
2001,N64,3D,Act,0.26,0.06,0,0
2012,360,EiIn,Str,0.17,0.12,0.01,0.03
2012,PC,EiIn,Str,0,0.02,0,0
2010,360,EiIn,Str,0.21,0.02,0,0.02
2010,PC,EiIn,Str,0,0.01,0,0
2006,PTwo,ViGa,Sho,0.08,0.06,0,0.02
2006,XB,ViGa,Sho,0.06,0.02,0,0
2009,DS,DeSoIn,Puz,0.05,0,0,0
2008,DS,Ub,Str,0.1,0.01,0,0.01
2012,PC,ElAr,Str,0,0.01,0,0
2018,PFour,ElAr,Sho,0.7,0.93,0.14,0.32
2018,One,ElAr,Sho,0.72,0.37,0.01,0.11
2018,PS3,ElAr,Sho,0.12,0.23,0.07,0.07
2018,360,ElAr,Sho,0.17,0.14,0,0.03
2018,PC,ElAr,Sho,0,0.13,0,0.01
2013,360,ElAr,Sho,2.09,1.02,0.04,0.32
2013,PS3,ElAr,Sho,1.33,1.12,0.08,0.45
2013,PC,ElAr,Sho,0.19,0.53,0,0
2011,360,ElAr,Sho,0.81,0.46,0.04,0.15
2011,PS3,ElAr,Sho,0.76,0.36,0.05,0.18
2007,PC,ElAr,Sho,0,0.02,0,0
2016,PS3,ElAr,Sho,1.3,1.51,0.27,0.61
2016,360,ElAr,Sho,2.14,1.08,0.02,0.29
2016,PFour,ElAr,Sho,1.34,1.54,0.17,0.38
2016,One,ElAr,Sho,1.25,0.58,0,0.16
2016,PC,ElAr,Sho,0.38,0.86,0,0.16
2014,360,ElAr,Sho,4.46,2.13,0.06,0.69
2014,PS3,ElAr,Sho,2.85,2.93,0.35,1.1
2014,PC,ElAr,Sho,0.89,1.43,0,0.48
2009,PC,ElAr,Sho,0,0.02,0,0
2008,PTwo,ElAr,Sho,0,0,0.02,0
2008,XB,ElAr,Sho,0.39,0.15,0,0.02
2008,PTwo,ElAr,Sho,0.37,0.01,0,0.06
2009,360,ElAr,Sho,0.35,0.02,0.01,0.03
2008,PC,ElAr,Sho,0,0.07,0,0.02
2007,PC,ElAr,Sho,0.01,0.01,0,0
2005,PC,ElAr,Sho,0.01,0.01,0,0
2006,GBA,MaEn,Act,0.31,0.12,0,0.01
2005,GBA,ViGa,Act,0.04,0.01,0,0
2019,PFour,TaIn,Sho,0.09,0.08,0.01,0.04
2019,One,TaIn,Sho,0.08,0.04,0,0.01
2019,PC,TaIn,Sho,0.03,0.03,0,0.01
2019,PC,NoGa,Str,0,0.01,0,0
2014,360,ToIn,Mis,0,0.03,0,0
,PS3,ToIn,Mis,0,0.04,0,0.01
,PC,ToIn,Mis,0,0.02,0,0.01
2000,PS,ElAr,Str,0.43,0.29,0,0.05
2009,PTwo,NaBaGa,Fig,0,0,0.15,0
2009,GC,NaBaGa,Fig,0,0,0.09,0
2012,PSP,NaBaGa,Rol,0,0,0.02,0
2013,PSP,NaBaGa,Rol,0,0,0.02,0
2013,DS,NaBaGa,Rol,0,0,0.04,0
1995,SNES,Ba,Spo,0,0,0.16,0
2011,Wii,PoAr,Sho,0.04,0,0,0
2016,PS3,NiIcSo,Rol,0,0,0.02,0
2013,DS,Ub,Str,0.09,0.15,0,0.03
2012,DS,Ub,Str,0.31,0.25,0,0.06
2013,Wii,Ub,Str,0.15,0.04,0,0.02
2011,DS,Ub,Str,0.38,0.37,0,0.09
2002,PS,MiInEn,Str,0.02,0.01,0,0
2011,360,FiGa,Fig,0.07,0,0.01,0.01
2011,PS3,FiGa,Fig,0,0,0.01,0
2006,PTwo,At,Sho,0.02,0.01,0,0
2006,XB,At,Sho,0.01,0,0,0
1994,SNES,Ba,Spo,0,0,0.33,0
1994,SNES,Ba,Str,0,0,0.18,0
2007,PTwo,NaBaGa,Act,0.02,0.01,0,0
1998,SAT,Se,Fig,0,0,0.03,0
1997,SAT,Se,Fig,0,0,0.12,0
1999,PS,SoCoEn,Fig,0.06,0.04,0.14,0.02
1998,PS,SoCoEn,Fig,0.15,0.1,0.41,0.05
1997,PS,SoCoEn,Fig,0.39,0.26,0.53,0.08
2014,DS,Ni,Mis,0,0,0.29,0
2010,Wii,Ni,Str,0.22,0.03,0.08,0.02
2008,GC,Ni,Str,0.25,0.07,0.07,0.01
2004,PTwo,Ub,Adv,0.27,0.21,0,0.07
2004,GC,Ub,Adv,0.2,0.05,0,0.01
2004,GBA,Ub,Adv,0.13,0.05,0,0
2013,DS,WaBrInEn,Act,0.24,0.04,0,0.02
2013,Wii,WaBrInEn,Act,0.22,0.06,0,0.02
2006,PTwo,Ub,Act,0.17,0.13,0,0.05
2006,XB,Ub,Act,0.08,0.02,0,0
2006,GBA,Ub,Act,0.05,0.02,0,0
2006,GC,Ub,Act,0.05,0.01,0,0
2004,PS,Ub,Rac,0.03,0.02,0,0
2006,XB,Ke,Act,0.08,0.02,0,0
2006,GC,Ke,Act,0.06,0.02,0,0
2016,PSV,WaBrInEn,Act,0.2,0.2,0,0.13
2016,3DS,WaBrInEn,Act,0.16,0.09,0,0.02
2016,PS3,WaBrInEn,Act,1.07,0.87,0.04,0.4
2016,360,WaBrInEn,Act,1.15,0.61,0,0.17
2016,WiiU,WaBrInEn,Act,0.2,0.09,0,0.03
2016,PC,WaBrInEn,Act,0.13,0.16,0,0.04
2018,PFour,WaBrInEn,Act,1.49,1.58,0.1,0.61
2018,One,WaBrInEn,Act,0.86,0.46,0,0.13
2018,PC,WaBrInEn,Act,0.08,0.03,0,0.01
2014,PS3,WaBrInEn,Act,2.7,1.91,0.11,0.8
2014,360,WaBrInEn,Act,2.99,1.31,0.04,0.41
2014,PC,WaBrInEn,Act,0.16,0.28,0,0.09
2015,WiiU,WaBrInEn,Act,0.17,0.18,0,0.03
2012,PS3,EiIn,Act,2.23,1.34,0.07,0.61
2012,360,EiIn,Act,2.2,0.97,0.02,0.31
2012,PC,EiIn,Act,0,0.27,0,0.05
2019,PFour,TeGa,Adv,0.01,0.02,0,0.01
2019,PS3,TeGa,Adv,0,0.01,0,0
1999,PS,AcEn,Act,0.02,0.01,0,0
2003,PS,Ub,Act,0.09,0.06,0,0.01
2003,N64,Ub,Act,0.07,0.02,0,0
2008,PTwo,ElAr,Act,0.27,0.21,0,0.07
2008,XB,ElAr,Act,0.16,0.04,0,0.01
2008,GBA,ElAr,Act,0.12,0.05,0,0
2008,GC,ElAr,Act,0.11,0.03,0,0
2001,PS,AcEn,Act,0.06,0.04,0,0.01
2006,GC,Ni,Rol,0.21,0.05,0,0.01
2009,GC,Un,Rol,0.06,0.02,0.02,0
1999,PS,SeCo,Rol,0,0,0.2,0.01
2002,N64,TH,Spo,0.11,0.03,0,0
2004,PTwo,TH,Spo,0.14,0.11,0,0.04
2002,PS,NaBaGa,Spo,0.03,0.02,0,0
2012,Wii,XSGa,Spo,0.45,0,0,0.03
2012,360,XSGa,Spo,0.2,0,0,0.02
2013,Wii,XSGa,Spo,0.23,0,0,0.02
2013,360,GrIn,Spo,0.08,0,0,0.01
2002,PS,ASEn,Spo,0.21,0.14,0.23,0.04
2002,N64,TaIn,Spo,0.25,0.06,0,0
2013,Wii,ZoGa,Spo,0.06,0,0,0
1998,PS,Ja,Spo,0.28,0.19,0,0.03
2012,Wii,TaIn,Spo,0.14,0,0,0.01
2005,GBA,Se,Spo,0.1,0.04,0,0
1986,NES,Ni,Spo,0.73,0.1,2.35,0.02
1992,GB,Ni,Spo,0.66,0.27,0.65,0.03
2010,PTwo,RiStGa,Rol,0.05,0.04,0.02,0.01
2011,Wii,RiStGa,Rol,0.07,0,0,0
2011,DS,BiBeIn,Pla,0.02,0,0,0
2009,GC,TH,Act,0.09,0.02,0,0
2009,PTwo,TH,Act,0.05,0.04,0,0.01
2009,GBA,TH,Act,0.03,0.01,0,0
2009,Wii,TH,Act,0.04,0,0,0
1984,2600,Ac,Act,0.4,0.02,0,0
2002,PS,SoCoEn,Act,0.33,0.22,0,0.04
2014,DS,TH,Mis,0.37,0.05,0,0.03
2014,Wii,TH,Mis,0.23,0.01,0,0.02
2013,DS,TH,Act,0.26,0.14,0,0.04
2013,Wii,TH,Act,0.19,0.02,0,0.01
2008,GBA,ViGa,Mis,0.1,0.04,0,0
2002,PS,MaIn,Spo,0.12,0.08,0,0.01
2010,DS,Ac,Adv,0.09,0.01,0,0.01
2006,PTwo,UnIn,Spo,0.24,0.19,0,0.06
2006,XB,ViGa,Spo,0.05,0.01,0,0
2011,DS,Ac,Spo,0.51,0,0,0.04
2011,Wii,Ac,Spo,0.18,0,0,0.01
2011,PTwo,Ac,Spo,0.09,0.07,0,0.02
2006,GBA,KnAd,Spo,0.26,0.1,0,0.01
2005,GBA,UnIn,Mis,0.4,0.15,0,0.01
2011,DS,Ac,Mis,0.19,0,0,0.02
2004,PS,Un,Pla,0.08,0.05,0,0.01
2007,GBA,ViGa,Adv,0.01,0,0,0
2010,Wii,Ac,Adv,0.42,0,0,0.03
2010,DS,Ac,Adv,0.28,0.01,0,0.02
2010,GBA,Ac,Adv,0.16,0.06,0,0
2010,PTwo,Ac,Adv,0.06,0.04,0,0.02
2012,Wii,Ac,Adv,0.21,0,0,0.02
2012,DS,Ac,Adv,0.12,0,0,0.01
2008,GBA,ViGa,Act,0.07,0.02,0,0
2018,Wii,NaBaGa,Act,0,0.06,0,0
2018,3DS,NaBaGa,Act,0,0.03,0,0
2018,PS3,NaBaGa,Act,0,0.01,0,0
2018,WiiU,NaBaGa,Act,0,0.01,0,0
2005,PTwo,Ti,Fig,0.07,0.06,0,0.02
2010,DS,Ge,Spo,0,0,0.04,0
1985,2600,20CeFoViGa,Act,0.32,0.02,0,0
2003,N64,Ni,Pla,0.82,0.36,0.25,0.06
2008,GBA,TH,Rac,0.07,0.03,0,0
2011,360,MiGaSt,Pla,0.32,0.36,0,0.09
2006,GBA,TH,Pla,0.24,0.09,0,0.01
2001,N64,Ni,Pla,1.87,1.13,0.55,0.1
2011,360,MiGaSt,Pla,0,0.01,0,0
2011,DS,D3,Sho,0.07,0,0,0.01
2012,Wii,Ac,Mis,0.6,0.3,0,0.09
2012,360,Ac,Mis,0.51,0.22,0,0.07
2012,PS3,Ac,Mis,0.41,0.24,0,0.11
2012,DS,Ac,Mis,0.21,0.19,0,0.05
2012,PTwo,Ac,Mis,0.15,0.06,0,0.2
2010,Wii,ZoDiPu,Spo,0.02,0,0,0
2010,DS,ZoDiPu,Spo,0.02,0,0,0
2015,3DS,UFIn,Puz,0.01,0,0,0
2010,Wii,FiGa,Puz,0.04,0,0,0
2012,DS,UFIn,Puz,0.13,0,0,0.01
1988,NES,Ni,Pla,0.39,0.09,0.43,0.01
2005,GBA,BAEn,Sho,0.07,0.03,0,0
2002,PS,At,Puz,0.02,0.01,0,0
2000,PS,CTSp,Spo,0.01,0.01,0,0
2003,PS,TaIn,Act,0.1,0.07,0,0.01
2007,PTwo,In,Rol,0.34,0.26,0,0.09
2007,XB,AcEn,Rol,0.19,0.06,0,0.01
2004,PTwo,ViIn,Rol,0.61,0.48,0,0.16
2005,XB,ViIn,Rol,0.15,0.04,0,0.01
2005,GC,ViIn,Rol,0.11,0.03,0,0
2007,GBA,DeSoIn,Rol,0.02,0.01,0,0
2001,PS,Ja,Rac,0,0,0.05,0
2001,PS,HuEn,Rac,0,0,0.36,0.03
2017,PSV,MaIn,Mis,0,0,0.02,0
2017,PSP,MaIn,Mis,0,0,0.01,0
2017,PSP,MaEn,Act,0,0,0.01,0
2010,PTwo,D3,Adv,0,0,0.02,0
2011,DS,D3,Adv,0,0,0.01,0
2014,DS,Ac,Str,0.06,0.02,0,0.01
2013,DS,Ac,Act,0.12,0,0,0.01
2012,DS,Ac,Act,1.27,0.02,0,0.09
2012,Wii,Ac,Act,0.6,0.03,0,0.05
2012,PTwo,Ac,Act,0.21,0.16,0,0.05
2012,360,Ac,Act,0.2,0.02,0,0.02
2012,PS3,Ac,Act,0.19,0.03,0,0.02
2013,DS,Ac,Act,0.42,0.02,0.02,0.03
2013,Wii,Ac,Act,0.15,0.01,0,0.01
2013,PS3,Ac,Act,0.14,0.01,0,0.02
2013,PSP,Ac,Act,0.09,0.04,0,0.03
2013,360,Ac,Act,0.11,0.02,0,0.01
1998,SAT,Se,Puz,0,0,0.05,0
2015,PSP,NaBaGa,Act,0,0,0.05,0
2011,PS3,TH,Rac,0.1,0.08,0,0.04
2011,360,TH,Rac,0.12,0.06,0,0.02
1999,SNES,Sq,Rol,0,0,0.62,0
2012,DS,D3,Mis,0,0,0.03,0
2007,PTwo,EmIn,Sho,0.56,0.44,0,0.15
2007,XB,EmIn,Sho,0.14,0.04,0,0.01
2007,GC,EmIn,Sho,0.03,0.01,0,0
2018,PSV,IdFa,Act,0,0,0.03,0
2006,PTwo,EiIn,Fig,0.3,0.23,0,0.08
2006,XB,EiIn,Fig,0.13,0.04,0,0.01
2007,PTwo,EiIn,Fig,0.14,0.11,0,0.04
2007,XB,EiIn,Fig,0.09,0.03,0,0
2013,Wii,At,Spo,0.15,0,0,0.01
2013,DS,At,Spo,0.14,0,0,0.01
2013,360,At,Spo,0.09,0,0,0.01
2013,DS,At,Spo,0.16,0,0,0.01
2013,Wii,At,Spo,0.12,0,0,0.01
2013,360,At,Spo,0.11,0,0,0.01
2004,PS,In,Spo,0.07,0.05,0,0.01
2007,GBA,At,Spo,0.04,0.02,0,0
2008,PTwo,At,Spo,0.1,0.08,0,0.03
2008,GBA,At,Spo,0.02,0.01,0,0
2012,Wii,At,Spo,0.16,0,0,0.01
2012,360,At,Spo,0.1,0,0,0.01
2012,PTwo,At,Spo,0.03,0.02,0,0.01
2011,Wii,At,Spo,0.2,0,0,0.02
2011,PTwo,At,Spo,0.08,0.07,0,0.02
2011,DS,At,Spo,0.07,0,0,0.01
2010,PTwo,At,Spo,0.03,0.02,0,0.01
2005,GBA,In,Spo,0.4,0.15,0,0.01
2005,GC,In,Spo,0.2,0.05,0,0.01
2010,Wii,At,Spo,0.02,0,0,0
2010,DS,At,Spo,0.02,0,0,0
2006,PTwo,At,Spo,0.29,0.22,0,0.07
2010,DS,At,Spo,0.07,0,0,0.01
2006,GBA,At,Spo,0.14,0.05,0,0
2010,DS,At,Spo,0.07,0,0,0.01
2007,GBA,At,Spo,0.13,0.05,0,0
2008,GBA,At,Spo,0.25,0.09,0,0.01
2012,PTwo,At,Spo,0.08,0.07,0,0.02
2012,DS,At,Spo,0.11,0,0,0.01
2012,Wii,At,Spo,0.1,0,0,0.01
2011,DS,At,Spo,0.12,0,0,0.01
2011,Wii,At,Spo,0.04,0,0,0
2011,PTwo,At,Spo,0.01,0.01,0,0
2005,GBA,At,Spo,0.31,0.11,0,0.01
2006,GC,In,Spo,0.1,0.03,0,0
2007,PTwo,At,Spo,0.24,0.19,0,0.06
2001,PS,ASEn,Mis,0.19,0.13,0,0.02
,360,Un,Spo,0.17,0,0,0.01
,PS3,Un,Spo,0.16,0,0,0.01
2014,PS3,TeGa,Adv,0.07,0.01,0,0.01
2014,Wii,TeGa,Adv,0.05,0,0,0
2018,PFour,TeGa,Adv,0.1,0.04,0,0.03
2018,360,TeGa,Adv,0.02,0.01,0,0
2018,One,TeGa,Adv,0,0.02,0,0
2011,DS,TH,Spo,0.12,0,0,0.01
2011,DS,MaEn,Sim,0.24,0,0,0.02
2013,Wii,FiGa,Sim,0.34,0.12,0,0.04
2010,DS,TH,Sim,0.26,0.01,0,0.02
2010,DS,DSGa,Sim,0.02,0,0,0
,PS,na,Adv,0,0,0.04,0
2004,XB,MiGaSt,Act,0.18,0.05,0,0.01
2019,3DS,InCr,Act,0,0,0.01,0
2000,PS,KoDiEn,Rol,0.07,0.05,0,0.01
2015,3DS,Li4U,Puz,0,0.02,0,0
2011,DS,MaEn,Rol,0.02,0,0,0
2010,PTwo,TH,Act,0.21,0.16,0,0.05
2010,DS,TH,Act,0.31,0,0,0.03
2010,Wii,TH,Act,0.24,0,0,0.02
2010,360,TH,Act,0.11,0.01,0,0.01
2011,PTwo,TH,Adv,0.12,0.09,0,0.03
2011,Wii,TH,Adv,0.17,0.01,0,0.01
2011,DS,TH,Adv,0.11,0.01,0,0.01
2009,GC,TH,Adv,0.39,0.1,0,0.01
2009,DS,TH,Adv,0.3,0.01,0,0.03
2009,Wii,TH,Adv,0.24,0.02,0,0.02
2009,PSP,TH,Adv,0.1,0,0,0.01
2012,PS3,Ub,Act,0.32,0.43,0,0.16
2012,360,Ub,Act,0.34,0.35,0,0.08
2012,Wii,Ub,Act,0.33,0.32,0,0.08
2012,PSP,Ub,Act,0.22,0.24,0,0.14
2012,DS,Ub,Act,0.19,0.18,0,0.04
2012,PC,Ub,Act,0,0.04,0,0.01
2011,DS,RiStGa,Rol,0.11,0,0.12,0.01
2000,N64,Ti,Rac,0.28,0.17,0,0.01
2005,PTwo,Ca,Rac,0.19,0.15,0,0.05
2006,GC,Ca,Rac,0.02,0.01,0,0
2001,PS,ElAr,Act,0.04,0.03,0,0.01
2003,PS,AcEn,Rac,0.58,0.39,0,0.07
2005,GBA,LiGa,Rac,0.18,0.07,0,0
2008,DS,MaEn,Rac,0.1,0,0,0.01
2010,DS,DeSoIn,Rac,0.33,0,0,0.02
2006,PTwo,AcEn,Rac,0.41,0.32,0,0.11
2006,XB,AcEn,Rac,0.36,0.07,0,0.01
2006,GC,AcEn,Rac,0.22,0.06,0,0.01
2012,Wii,ZoDiPu,Rac,0.21,0,0,0.01
2013,DS,StCiGa,Rac,0.1,0,0,0.01
2008,PSP,SoGa,Rac,0.53,0,0,0.04
2009,PSP,SoCoEn,Rac,0.37,0.04,0,0.05
2007,PTwo,SoGa,Rac,1,0.04,0,0.16
2005,PTwo,TH,Rac,1.92,0.2,0,0.06
2004,PTwo,SoCoEn,Rac,2.07,0.26,0,0.08
2016,3DS,Sc,Act,0,0,0.41,0
2019,PFour,TeKo,Act,0.02,0.06,0.11,0.02
2019,PSV,TeKo,Act,0,0,0.13,0
2019,PS3,TeKo,Act,0,0,0.06,0
2019,One,TeKo,Act,0.01,0.01,0,0
2013,Wii,MaEn,Sho,0.1,0,0,0.01
2013,360,MaEn,Sho,0.04,0,0,0
,DS,na,Spo,0,0,0.1,0
2017,3DS,Ar,Sim,0,0,0.06,0
2003,PTwo,MiInEn,Str,0,0,0.06,0
1998,PS,SoCoEn,Sim,0.02,0.01,0.04,0.01
2008,GBA,At,Puz,0.02,0.01,0,0
1984,2600,Im,Sho,1.18,0.08,0,0.01
2014,PC,Av,Puz,0,0.02,0,0
2007,PTwo,SoCoEn,Spo,0.13,0.1,0,0.03
2013,PS3,NiIcSo,Rol,0.12,0.07,0.21,0.03
2015,PSV,Gu,Rol,0,0,0.09,0
2018,PFour,TeKo,Rol,0.01,0.02,0.06,0.01
2018,PSV,TeKo,Rol,0,0,0.06,0
2018,PS3,TeKo,Rol,0,0,0.03,0
2017,PS3,TeKo,Rol,0.06,0.05,0.08,0.02
2019,PSV,TeKo,Rol,0,0,0.03,0
2012,PS3,NiIcSo,Rol,0.22,0.12,0.11,0.05
2016,PSV,NiIcSo,Rol,0,0,0.05,0
2014,PS3,NiIcSo,Rol,0.05,0,0.18,0.01
2016,PSV,Gu,Rol,0,0,0.06,0
2007,PTwo,TeKo,Rol,0.08,0.06,0,0.02
2009,PTwo,TeKo,Rol,0.14,0.11,0,0.04
2009,PTwo,TeKo,Rol,0,0,0.04,0
2008,PTwo,TeKo,Rol,0.03,0.02,0,0.01
2016,PS3,TeKo,Rol,0.06,0.04,0.1,0.02
2018,PSV,TeKo,Rol,0,0,0.04,0
2015,PS3,TeKo,Rol,0.06,0.04,0.14,0.02
2017,PSV,TeKo,Rol,0,0,0.05,0
2012,DS,Gu,Rol,0.08,0,0.03,0.01
2014,DS,At,Mis,0.06,0,0,0
2013,DS,At,Mis,0.13,0,0,0.01
2010,PSP,At,Mis,0.08,0,0,0.01
2007,PTwo,At,Mis,0.33,0.01,0,0.05
2007,XB,At,Mis,0.19,0.05,0,0.01
2003,PS,In,Mis,0.1,0.07,0,0.01
2005,GBA,At,Mis,0.13,0.05,0,0
2015,PS3,Ca,Act,0.18,0.12,0.06,0.05
2015,360,Ca,Act,0.15,0.06,0.01,0.02
2012,DS,DeSi,Mis,0.03,0,0,0
1984,2600,MaIn,Act,0.29,0.02,0,0
2012,PTwo,D3,Act,0.05,0.04,0,0.01
2012,Wii,D3,Act,0.1,0,0,0.01
2012,DS,D3,Act,0.09,0,0,0.01
2012,PSP,D3,Act,0.04,0,0,0
2006,GBA,TH,Act,0.06,0.02,0,0
2007,PTwo,Se,Act,0.04,0.03,0,0.01
2009,PSP,Ub,Rol,0.03,0,0,0
2002,N64,CrEn,Sho,0.13,0.03,0,0
1983,2600,At,Sho,4,0.26,0,0.05
2001,PS,Su,Sho,0.64,0.43,0,0.07
2007,PTwo,At,Act,0.02,0.01,0,0
2019,PFour,FiGa,Rac,0,0.04,0,0.01
2019,One,FiGa,Rac,0,0.01,0,0
2001,PS,Te,Act,0.07,0.05,0,0.01
2019,PFour,RiStGa,Sho,0.01,0,0,0
1999,PS,ElArVi,Act,0.02,0.02,0,0
1985,2600,Bo,Act,0.21,0.01,0,0
2017,PFour,Ub,Act,1.18,1.96,0.08,0.7
2017,One,Ub,Act,2.26,0.89,0,0.3
2017,PC,Ub,Act,0.17,0.33,0,0.05
2017,PS3,Ub,Act,0.46,0.62,0.06,0.23
2017,360,Ub,Act,0.58,0.38,0,0.09
2018,PC,Ub,Act,0.04,0.02,0,0.01
2014,PS3,Ub,Act,1.41,2.02,0.1,0.72
2014,360,Ub,Act,2.25,1.47,0.04,0.43
2014,PC,Ub,Act,0.14,0.48,0,0.14
2013,360,Ub,Act,2.84,0.39,0.03,0.24
2013,PS3,Ub,Act,1.87,0.57,0.11,0.3
2014,PC,Ub,Act,0.15,0.34,0,0.1
2012,PSP,Ub,Act,0.43,0.48,0.05,0.28
2011,DS,Ub,Pla,0.03,0.01,0,0
2018,PFour,Ub,Act,0.8,1.92,0.06,0.5
2018,One,Ub,Act,0.61,0.56,0,0.11
2018,PC,Ub,Act,0.1,0.08,0,0.02
2016,PS3,Ub,Act,1.33,1.71,0.13,0.73
2016,360,Ub,Act,1.9,1.14,0.01,0.29
2016,PFour,Ub,Act,1.07,1.31,0.06,0.31
2016,One,Ub,Act,1.47,0.55,0,0.19
2016,PC,Ub,Act,0.22,0.38,0,0.1
2016,WiiU,Ub,Act,0.18,0.09,0,0.03
2015,PSV,Ub,Act,0.58,0.55,0.06,0.28
2015,PS3,Ub,Act,2.64,2.56,0.16,1.14
2015,360,Ub,Act,3.13,1.71,0.03,0.44
2015,PC,Ub,Act,0.28,0.53,0,0.13
2015,WiiU,Ub,Act,0.19,0.13,0,0.03
2012,DS,Ub,Act,0.15,0.11,0,0.03
2012,PS3,Ub,Act,2.54,1.95,0.21,0.87
2012,360,Ub,Act,3.1,1.56,0.08,0.51
2013,PC,Ub,Act,0.01,0.45,0,0.11
2018,PFour,Ub,Act,0,0.03,0,0.01
2019,PSV,Ub,Act,0.02,0.06,0.01,0.02
2019,PFour,Ub,Act,0.01,0.05,0.01,0.01
2019,One,Ub,Act,0,0.01,0,0
2010,360,Ub,Adv,3.28,1.65,0.07,0.55
2010,PS3,Ub,Adv,1.91,2,0.09,0.83
2011,PC,Ub,Adv,0.01,0.83,0,0.08
2018,3DS,NaBaGa,Act,0,0,0.13,0
2009,DS,Ub,Rac,0.09,0.04,0,0.01
2007,DS,Ub,Rac,0.31,0.22,0,0.06
2014,PSV,Ub,Act,0.14,0.06,0,0.04
2014,3DS,Ub,Rac,0.27,0.16,0.02,0.04
2012,Wii,Co,Spo,0,0.23,0,0.01
2012,360,Co,Spo,0,0.19,0,0.01
2012,PS3,Co,Spo,0,0.16,0,0.02
2010,DS,Ni,Rol,0,0,0.12,0
2006,XB,Mi,Rol,0.04,0.01,0,0
2003,PS,ThLeCo,Rac,0.03,0.02,0,0
2010,DS,At,Adv,0.03,0,0,0
2009,PTwo,CrEn,Fig,0.02,0.02,0,0.01
1999,NG,SN,Fig,0,0,0.04,0
2015,3DS,Ni,Act,0.2,0.03,0.21,0.02
2018,WiiU,Ni,Mis,0,0,0.01,0
2013,DS,Ni,Mis,0.28,1.68,0.33,0.28
2018,PFour,TeKo,Act,0.02,0.01,0.04,0.01
2018,PS3,TeKo,Act,0,0,0.05,0
2019,One,TeKo,Act,0.01,0,0,0
2007,GBA,HiIn,Act,0.03,0.01,0,0
2013,DS,Pl,Act,0,0.14,0,0.02
2012,Wii,UFIn,Sho,0.02,0,0,0
2016,PS3,ElAr,Sho,0.11,0.11,0.01,0.05
2016,360,ElAr,Sho,0.16,0.07,0,0.02
2013,360,ElAr,Sho,0.62,0.24,0,0.08
2013,PS3,ElAr,Sho,0.44,0.27,0.01,0.12
2013,PSP,ElAr,Sho,0.12,0.13,0,0.08
2011,360,ElAr,Sho,1.09,0.38,0.02,0.16
2011,PS3,ElAr,Sho,0.74,0.26,0.02,0.15
2011,Wii,ZoGa,Sho,0.12,0,0,0.01
2011,DS,ZoGa,Sho,0.11,0,0,0.01
2007,GC,GlSt,Sho,0.12,0.03,0,0
2007,XB,GlSt,Sho,0.09,0.02,0,0
2003,N64,3D,Sho,0.34,0.07,0,0
2003,PS,3D,Sho,0.14,0.09,0,0.02
2004,PTwo,MiInEn,Sho,0.09,0.07,0,0.02
2002,N64,3D,Act,0.68,0.12,0,0.01
2002,PS,3D,Act,0.31,0.21,0,0.04
2005,PTwo,3D,Str,0.05,0.04,0,0.01
2007,GC,GlSt,Str,0.05,0.01,0,0
2009,XB,GlSt,Sho,0.01,0,0,0
2004,PTwo,3D,Act,0.06,0.05,0,0.02
2004,PS,3D,Act,0.04,0.02,0,0
2006,GC,3D,Sho,0.01,0,0,0
2003,N64,3D,Act,0.19,0.05,0,0
2003,PS,3D,Act,0.17,0.11,0,0.02
2002,PS,3D,Act,0.47,0.32,0,0.06
2004,PS,3D,Act,0.06,0.04,0,0.01
2003,PS,3D,Act,0.17,0.12,0,0.02
2004,PS,3D,Act,0.24,0.17,0,0.03
2002,PS,3D,Act,1.1,0.14,0,0.04
2014,PSV,SqEn,Act,0.05,0.04,0,0.02
2002,N64,AcEn,Sho,0.21,0.05,0,0
2003,PS,AcEn,Sho,0.05,0.03,0,0.01
2016,PS3,FrSo,Sim,0,0,0.12,0
